Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
41,Male,112000,632,173,6,150000,130,No,Karnataka,Mysuru,95,Salaried,89,Software Engineer
27,Female,79000,681,276,6,150000,244,Yes,Gujarat,Surat,95,Salaried,80,Teacher
55,Female,157000,431,602,2,83178,25,No,Telangana,Hyderabad,61.5798751513866,Salaried,93,Doctor
60,Male,162000,850,499,10,102464,201,Yes,Maharashtra,Channarayapatna,40,Self-Employed,92,Farmer
51,Male,142000,517,237,3,150000,17,No,Telangana,Hyderabad,64.0147358710473,Salaried,97,Software Engineer
60,Male,93000,383,448,1,150000,72,No,Tamil Nadu,Manjari,64.1902800539402,Salaried,90,Teacher
47,Female,133000,436,557,2,119540,22,No,Tamil Nadu,Chennai,76.6147787433348,Unemployed,45,NA
69,Female,87000,685,80,7,150000,251,Yes,Rajasthan,Jaipur,79.7141637060096,Salaried,100,Teacher
22,Female,43000,472,276,3,92776,43,No,Maharashtra,Nagpur,56.460539974181,Self-Employed,98,Farmer
26,Female,77000,424,451,2,74480,78,No,West Bengal,Kolkata,95,Unemployed,29,NA
44,Male,42000,711,378,7,57142,244,Yes,Tamil Nadu,Coimbatore,74.9395877640002,Salaried,99,Software Engineer
67,Male,63000,312,318,0,150000,63,No,Uttar Pradesh,Lucknow,95,Salaried,27,Doctor
51,Female,27000,300,405,0,136282,66,No,Rajasthan,Udaipur,55.0872935202738,Salaried,80,Software Engineer
38,Female,46000,719,546,7,68396,162,Yes,Kerala,Nellikuppam,51.4131131008539,Salaried,100,Software Engineer
70,Female,147000,764,497,8,97223,160,Yes,Maharashtra,Nagpur,56.2351665608119,Salaried,100,Teacher
47,Other,93000,647,539,6,63466,165,No,Uttar Pradesh,Lucknow,52.6932939082302,Salaried,100,Doctor
18,Female,28000,513,504,3,19042,63,No,Maharashtra,Mumbai,93.2250064537387,Self-Employed,74,Business Owner
66,Female,69000,700,46,7,66442,123,Yes,Telangana,Hyderabad,78.4626595784002,Student,96,Student
68,Female,69000,697,339,7,106660,254,Yes,Maharashtra,Mumbai,65.0794980109004,Student,94,Student
21,Male,39000,387,245,1,150000,87,No,Telangana,Hyderabad,81.5272295559059,Salaried,50,Banker
70,Male,35000,786,300,8,150000,344,Yes,Karnataka,Bengaluru,41.7979119497233,Unemployed,90,NA
59,Female,165000,512,36,3,150000,116,No,Uttar Pradesh,Lucknow,64.1411427237513,Self-Employed,72,Shopkeeper
47,Male,25000,586,99,5,85589,14,No,Telangana,Hyderabad,81.3922740135932,Salaried,88,Software Engineer
27,Female,25000,300,222,0,95561,73,No,Kerala,Thiruvananthapuram,85.7811879567663,Freelancer,34,Photographer
21,Male,57000,325,388,0,101892,63,No,Kerala,Kochi,67.7739615361507,Student,31,Student
58,Female,119000,475,329,3,150000,57,No,Delhi,New Delhi,66.7841477966488,Salaried,97,Civil Servant
38,Male,80000,643,177,6,119858,311,No,Rajasthan,Udaipur,87.2132431724774,Salaried,81,Teacher
64,Male,68000,745,479,8,83700,218,Yes,Gujarat,Bishanpura,64.4916297733715,Freelancer,100,Independent Consultant
54,Male,143000,504,174,3,150000,52,No,Tamil Nadu,Chennai,79.136420584444,Self-Employed,79,Contractor
70,Female,123000,406,602,1,115256,53,No,Rajasthan,Jaipur,95,Self-Employed,38,Business Owner
37,Male,21000,325,417,0,41994,36,No,Rajasthan,Jaipur,75.6175921119933,Salaried,51,Software Engineer
30,Female,89000,850,58,10,150000,65,Yes,Kerala,Thiruvananthapuram,72.9412992019418,Salaried,90,Software Engineer
43,Female,64000,658,298,6,150000,91,Yes,Kerala,Thiruvananthapuram,78.5799837867424,Salaried,89,Doctor
36,Female,100000,533,504,4,150000,119,No,Uttar Pradesh,Kanpur,60.7674597989075,Salaried,94,Doctor
36,Male,19000,300,315,0,76863,100,No,Kerala,Thiruvananthapuram,73.4436602886997,Freelancer,37,Graphic Designer
28,Female,58000,576,80,5,142242,31,No,Tamil Nadu,Chennai,82.245335882787,Freelancer,83,Independent Consultant
25,Female,13000,674,484,6,24492,153,Yes,Delhi,New Delhi,82.3626133742706,Self-Employed,100,Business Owner
62,Female,77000,823,219,9,150000,295,Yes,Gujarat,Surat,84.1223778022984,Salaried,100,Doctor
33,Other,73000,610,511,5,86240,322,No,Uttar Pradesh,Lucknow,81.0107587071956,Salaried,100,Teacher
66,Female,193000,850,401,10,107199,198,Yes,Tamil Nadu,Dhulagori,78.4157882007204,Salaried,100,Civil Servant
51,Female,107000,850,478,10,150000,352,Yes,Delhi,New Delhi,78.1016381156419,Salaried,100,Software Engineer
61,Male,36000,339,559,0,146367,103,No,Rajasthan,Jaipur,95,Self-Employed,8,Shopkeeper
48,Male,103000,603,351,5,150000,271,No,Maharashtra,Pune,81.5351023017161,Salaried,80,Teacher
42,Female,105000,501,476,3,94483,54,No,Uttar Pradesh,Kanpur,57.5380535994973,Salaried,90,Doctor
35,Male,56000,573,468,4,116747,35,No,Uttar Pradesh,Kanpur,58.6347415661065,Salaried,99,Banker
21,Female,21000,801,85,9,17403,160,Yes,Uttar Pradesh,Kanpur,54.3792489993183,Student,95,Student
20,Male,45000,593,214,5,76330,60,No,Maharashtra,Mumbai,83.0488274975061,Self-Employed,60,Contractor
59,Male,36000,727,213,7,55048,296,Yes,Rajasthan,Udaipur,50.3614217472484,Salaried,90,Software Engineer
56,Male,30000,425,226,2,57506,24,No,West Bengal,Kolkata,56.094879527052,Self-Employed,93,Business Owner
67,Female,90000,523,303,4,150000,47,No,Rajasthan,Udaipur,60.5849981694322,Self-Employed,96,Contractor
29,Female,73000,819,201,9,52122,230,Yes,Telangana,Hyderabad,61.650382606946,Self-Employed,100,Shopkeeper
53,Female,33000,538,6,4,93609,44,No,Gujarat,Surat,88.3367644737024,Salaried,66,Banker
24,Male,70000,584,506,5,150000,65,No,Delhi,New Delhi,55.399691365426,Salaried,97,Civil Servant
67,Male,56000,359,542,1,123516,100,No,Karnataka,Bengaluru,95,Student,0,Student
58,Female,54000,550,144,4,84921,62,No,Karnataka,Bengaluru,95,Salaried,67,Doctor
67,Female,124000,440,107,2,126928,40,No,Tamil Nadu,Chennai,71.6438142365248,Self-Employed,59,Contractor
48,Female,113000,624,497,5,149292,226,No,West Bengal,Kolkata,95,Self-Employed,69,Shopkeeper
36,Female,59000,733,328,7,39499,137,Yes,Kerala,Thiruvananthapuram,48.855147378108,Salaried,100,Banker
44,Male,100000,819,104,9,150000,335,Yes,Delhi,Manjari,62.3494330071366,Self-Employed,100,Farmer
70,Female,63000,537,476,4,53202,69,No,Kerala,Kochi,66.8110904763885,Student,60,Student
56,Female,78000,628,365,5,56205,189,No,Telangana,Hyderabad,95,Self-Employed,85,Shopkeeper
65,Other,79000,747,437,8,150000,331,Yes,Gujarat,Surat,64.1725337561449,Freelancer,98,Writer
67,Female,132000,689,240,7,150000,153,Yes,Maharashtra,Pune,75.3307851001701,Salaried,100,Doctor
20,Male,48000,615,153,5,100548,191,No,Karnataka,Bengaluru,72.649266239573,Salaried,100,Banker
66,Female,166000,658,265,6,112206,159,Yes,Telangana,Manjari,69.6445286842518,Salaried,100,Doctor
30,Male,67000,386,530,1,114973,82,No,Delhi,New Delhi,76.4039234010554,Salaried,54,Banker
57,Male,161000,770,115,8,150000,158,Yes,Rajasthan,Nellikuppam,55.7614742433877,Salaried,95,Doctor
18,Male,31000,312,252,0,120958,23,No,Maharashtra,Mumbai,65.6158772368591,Self-Employed,39,Shopkeeper
24,Male,12000,680,183,6,34524,298,Yes,Gujarat,Nellikuppam,89.8305825252477,Self-Employed,93,Farmer
32,Female,87000,502,294,3,130955,40,No,Rajasthan,Jaipur,71.2414559266095,Student,71,Student
28,Female,26000,705,96,7,126466,157,Yes,Gujarat,Ahmedabad,51.6203044965926,Self-Employed,100,Shopkeeper
60,Female,131000,598,457,5,73058,76,No,West Bengal,Kolkata,69.3368135679144,Salaried,87,Software Engineer
35,Female,83000,567,84,4,58923,86,No,Rajasthan,Udaipur,89.9818118542935,Self-Employed,77,Contractor
45,Female,46000,589,599,5,101904,79,No,Maharashtra,Nagpur,81.7833255240556,Freelancer,66,Graphic Designer
50,Male,133000,850,91,10,67214,80,Yes,Tamil Nadu,Chennai,40,Student,100,Student
42,Male,27000,483,169,3,28468,49,No,West Bengal,Kolkata,95,Self-Employed,30,Business Owner
23,Female,37000,367,76,1,150000,54,No,Karnataka,Mysuru,92.441868750232,Self-Employed,33,Business Owner
45,Female,97000,695,88,7,69794,238,Yes,Karnataka,Channarayapatna,88.0046784798193,Student,87,Student
28,Female,64000,811,219,9,150000,66,Yes,Telangana,Hyderabad,51.4478465620249,Unemployed,90,NA
38,Male,93000,666,438,6,128881,143,Yes,Maharashtra,Pune,95,Salaried,82,Banker
28,Male,49000,488,280,3,78609,100,No,Karnataka,Bengaluru,78.9806354694952,Unemployed,41,NA
27,Male,62000,768,89,8,52779,335,Yes,Karnataka,Nellikuppam,52.7855683117721,Freelancer,100,Independent Consultant
51,Male,133000,382,214,1,150000,87,No,Uttar Pradesh,Kanpur,51.7617807863985,Self-Employed,60,Farmer
63,Female,121000,620,359,5,150000,164,No,Gujarat,Ahmedabad,95,Salaried,81,Teacher
48,Female,30000,728,506,7,33769,100,Yes,West Bengal,Kolkata,67.1214108753136,Student,98,Student
47,Other,46000,625,33,5,122697,96,No,Delhi,New Delhi,54.3067173853556,Salaried,92,Software Engineer
44,Male,53000,300,279,0,134972,72,No,Delhi,New Delhi,95,Self-Employed,4,Farmer
47,Male,105000,850,137,10,150000,106,Yes,Gujarat,Ahmedabad,50.9614920854701,Self-Employed,100,Contractor
61,Male,130000,850,33,10,116017,291,Yes,Uttar Pradesh,Lucknow,44.9001077373009,Salaried,94,Doctor
66,Male,138000,742,597,8,150000,347,Yes,West Bengal,Kolkata,60.2386854415658,Unemployed,97,NA
49,Female,80000,678,433,6,115089,334,Yes,Maharashtra,Nagpur,50.9306928123127,Student,95,Student
47,Male,116000,790,468,8,126357,127,Yes,Rajasthan,Udaipur,62.1665458117138,Self-Employed,100,Contractor
43,Female,70000,697,413,7,81165,60,Yes,Rajasthan,Udaipur,68.5705626353346,Self-Employed,96,Business Owner
57,Male,135000,629,28,5,150000,131,No,Delhi,New Delhi,88.3459700945866,Unemployed,60,NA
28,Male,48000,577,25,5,150000,80,No,Kerala,Thiruvananthapuram,72.2867897364621,Salaried,96,Banker
24,Male,68000,649,234,6,150000,224,No,Uttar Pradesh,Lucknow,95,Salaried,93,Doctor
46,Male,137000,847,256,9,150000,151,Yes,Telangana,Hyderabad,66.6035718486555,Salaried,100,Civil Servant
70,Male,133000,665,421,6,82132,280,Yes,Maharashtra,Pune,87.4954523463682,Salaried,82,Civil Servant
51,Male,54000,797,51,9,150000,346,Yes,Kerala,Kochi,80.8270510229852,Self-Employed,100,Farmer
52,Female,47000,670,476,6,150000,73,Yes,Maharashtra,Pune,61.8986135776537,Unemployed,95,NA
66,Female,54000,696,33,7,150000,61,Yes,Telangana,Hyderabad,92.5332476329716,Student,70,Student
54,Male,112000,781,22,8,150000,352,Yes,Gujarat,Surat,81.8660677872739,Salaried,100,Doctor
62,Female,67000,752,171,8,150000,156,Yes,Kerala,Kochi,57.1482942849656,Self-Employed,100,Shopkeeper
24,Female,56000,373,564,1,150000,21,No,Delhi,New Delhi,74.956896268902,Salaried,53,Software Engineer
26,Male,45000,731,564,7,150000,96,Yes,Telangana,Hyderabad,85.5593502465447,Unemployed,87,NA
41,Female,26000,429,507,2,104243,32,No,Delhi,New Delhi,80.8790545363552,Salaried,72,Civil Servant
59,Female,144000,850,302,10,150000,234,Yes,Kerala,Thiruvananthapuram,76.1003256661842,Salaried,92,Teacher
68,Male,146000,825,127,9,87165,251,Yes,Tamil Nadu,Coimbatore,69.604819688423,Salaried,100,Software Engineer
65,Male,87000,585,585,5,93730,13,No,Karnataka,Mysuru,58.2294346835062,Salaried,94,Software Engineer
19,Female,46000,678,31,6,27464,337,Yes,Kerala,Nellikuppam,95,Salaried,92,Teacher
30,Female,31000,412,511,2,44055,114,No,Karnataka,Dhulagori,95,Salaried,60,Teacher
35,Female,92000,300,385,0,150000,111,No,Uttar Pradesh,Lucknow,57.7953363673394,Student,57,Student
67,Female,58000,790,455,8,101714,186,Yes,Tamil Nadu,Dhulagori,55.4075064458454,Self-Employed,93,Shopkeeper
28,Female,82000,765,550,8,96336,312,Yes,Uttar Pradesh,Kanpur,61.0279193764658,Salaried,93,Civil Servant
59,Other,160000,841,533,9,64746,111,Yes,Kerala,Nellikuppam,56.8794285678837,Self-Employed,100,Contractor
26,Male,63000,400,479,1,128777,86,No,West Bengal,Kolkata,61.5881982247618,Self-Employed,79,Shopkeeper
44,Male,82000,834,438,9,61630,174,Yes,Telangana,Hyderabad,62.032398644984,Salaried,95,Banker
59,Male,171000,706,133,7,150000,349,Yes,Uttar Pradesh,Lucknow,40,Student,95,Student
58,Female,146000,850,79,10,148064,326,Yes,Telangana,Hyderabad,84.3951523465074,Student,99,Student
52,Female,143000,443,553,2,126352,31,No,Rajasthan,Udaipur,81.4565644571202,Salaried,79,Software Engineer
57,Female,50000,596,42,5,69071,40,No,Rajasthan,Jaipur,88.65311777106,Salaried,65,Teacher
41,Male,64000,383,415,1,114705,74,No,Karnataka,Channarayapatna,71.1538640000821,Self-Employed,57,Contractor
51,Other,98000,637,8,6,130529,159,No,Karnataka,Bengaluru,53.150507345186,Salaried,100,Teacher
59,Female,86000,432,415,2,150000,79,No,Maharashtra,Nagpur,95,Salaried,31,Civil Servant
33,Male,54000,623,268,5,109159,134,No,Telangana,Hyderabad,75.2473316932413,Salaried,95,Civil Servant
70,Other,55000,789,12,8,100798,114,Yes,Karnataka,Mysuru,66.5940186799147,Salaried,100,Civil Servant
49,Male,36000,433,360,2,54565,17,No,Tamil Nadu,Coimbatore,93.2796055630598,Student,41,Student
48,Male,62000,374,213,1,150000,56,No,Gujarat,Surat,55.1180620485267,Student,56,Student
58,Male,75000,779,166,8,150000,167,Yes,Kerala,Kochi,52.3950282413226,Salaried,100,Civil Servant
68,Female,78000,538,282,4,78383,16,No,Karnataka,Mysuru,73.4654600325457,Self-Employed,92,Shopkeeper
61,Female,129000,534,250,4,150000,44,No,Gujarat,Channarayapatna,50.9810178368898,Salaried,98,Banker
42,Male,87000,850,512,10,138247,224,Yes,Karnataka,Mysuru,75.0171375003866,Salaried,100,Doctor
32,Male,90000,393,591,1,147456,117,No,Gujarat,Ahmedabad,66.1928402134261,Freelancer,61,Writer
18,Male,24000,300,603,0,37542,58,No,Kerala,Dhulagori,95,Freelancer,20,Graphic Designer
63,Male,104000,518,580,3,85743,22,No,Uttar Pradesh,Kanpur,67.332220358057,Self-Employed,81,Business Owner
64,Male,174000,551,373,4,150000,32,No,Kerala,Kochi,50.7719005939014,Salaried,90,Teacher
37,Female,92000,350,248,0,150000,25,No,Uttar Pradesh,Kanpur,88.1853866997433,Salaried,47,Doctor
48,Female,83000,412,468,2,150000,55,No,Karnataka,Nellikuppam,75.9032754732233,Unemployed,24,NA
35,Other,73000,568,215,4,150000,107,No,Rajasthan,Udaipur,50.989465303249,Salaried,98,Civil Servant
44,Other,31000,452,100,2,64451,23,No,Rajasthan,Nellikuppam,94.4460748007279,Unemployed,46,NA
34,Male,54000,385,346,1,150000,61,No,Telangana,Hyderabad,94.1567524637819,Salaried,40,Software Engineer
50,Female,86000,300,133,0,74573,117,No,Karnataka,Mysuru,62.231306630453,Salaried,69,Banker
40,Female,84000,850,31,10,96200,252,Yes,Rajasthan,Jaipur,53.544341966475,Self-Employed,92,Farmer
52,Female,43000,688,599,7,67622,326,Yes,Rajasthan,Udaipur,89.7024270890848,Salaried,96,Doctor
48,Female,130000,706,55,7,150000,92,Yes,Telangana,Hyderabad,40,Salaried,95,Teacher
39,Female,81000,629,219,5,150000,68,No,Rajasthan,Jaipur,79.2570324935516,Salaried,90,Civil Servant
61,Female,127000,468,54,3,143506,96,No,Rajasthan,Udaipur,92.1622500112192,Salaried,72,Banker
18,Male,41000,491,49,3,33621,87,No,Karnataka,Bishanpura,79.104322915652,Salaried,65,Teacher
47,Female,56000,654,162,6,97855,218,Yes,Kerala,Thiruvananthapuram,88.2365017630206,Salaried,100,Teacher
30,Male,28000,533,308,4,56606,74,No,Gujarat,Nellikuppam,82.6211166526534,Salaried,64,Teacher
51,Female,122000,651,549,6,84672,198,Yes,Gujarat,Surat,50.8088807944805,Salaried,93,Doctor
40,Female,107000,664,279,6,80503,234,Yes,Tamil Nadu,Dhulagori,83.4002330043774,Self-Employed,96,Shopkeeper
42,Male,59000,656,374,6,69067,100,Yes,Uttar Pradesh,Kanpur,54.5128822580675,Freelancer,95,Writer
22,Female,35000,735,588,7,150000,220,Yes,Tamil Nadu,Manjari,73.3465610960351,Freelancer,100,Independent Consultant
66,Female,77000,478,597,3,131018,47,No,Telangana,Hyderabad,75.9046308831325,Salaried,77,Doctor
67,Male,82000,610,598,5,150000,204,No,Rajasthan,Jaipur,95,Salaried,86,Teacher
32,Male,65000,696,133,7,119977,153,Yes,Karnataka,Bengaluru,62.1862644164994,Self-Employed,95,Business Owner
70,Male,130000,728,425,7,150000,286,Yes,West Bengal,Kolkata,41.071865972412,Self-Employed,94,Farmer
46,Male,97000,584,27,5,150000,84,No,Uttar Pradesh,Kanpur,95,Self-Employed,59,Shopkeeper
61,Male,75000,486,180,3,150000,47,No,West Bengal,Kolkata,72.539908964314,Freelancer,86,Photographer
24,Male,37000,469,599,3,84644,37,No,Uttar Pradesh,Lucknow,94.1796789715106,Self-Employed,51,Business Owner
40,Male,55000,420,355,2,30403,41,No,Uttar Pradesh,Lucknow,83.5858051204614,Freelancer,59,Photographer
53,Female,73000,546,422,4,66117,103,No,Gujarat,Surat,74.0777685864992,Salaried,97,Software Engineer
39,Male,91000,556,471,4,64199,112,No,West Bengal,Kolkata,95,Salaried,53,Banker
67,Female,59000,754,239,8,111591,155,Yes,Gujarat,Surat,85.1419992476229,Salaried,96,Banker
27,Female,16000,406,501,1,12060,32,No,Tamil Nadu,Chennai,95,Salaried,26,Banker
29,Male,66000,459,139,2,67347,59,No,Tamil Nadu,Coimbatore,65.3736522156584,Freelancer,83,Writer
45,Male,134000,582,115,5,103039,60,No,Rajasthan,Jaipur,55.7049701836689,Self-Employed,96,Shopkeeper
22,Male,30000,720,59,7,85676,246,Yes,Uttar Pradesh,Lucknow,68.5557910950035,Self-Employed,96,Contractor
22,Female,58000,650,237,6,135815,61,No,Uttar Pradesh,Lucknow,51.9680072052968,Salaried,95,Software Engineer
64,Female,33000,542,438,4,115108,73,No,West Bengal,Kolkata,91.4000155351666,Self-Employed,52,Farmer
24,Male,49000,850,46,10,25905,233,Yes,Uttar Pradesh,Lucknow,85.4367208544327,Salaried,98,Civil Servant
68,Female,164000,409,481,1,118886,112,No,Maharashtra,Nagpur,79.6222624722706,Self-Employed,62,Shopkeeper
64,Female,130000,673,39,6,150000,352,Yes,Tamil Nadu,Coimbatore,75.7074465695518,Salaried,99,Doctor
25,Female,56000,470,12,3,112911,43,No,Telangana,Hyderabad,65.6724779582087,Salaried,93,Banker
18,Female,24000,309,373,0,35401,99,No,Rajasthan,Udaipur,50.2459948816374,Salaried,85,Doctor
52,Female,63000,492,287,3,69525,73,No,Uttar Pradesh,Kanpur,92.726613394479,Student,44,Student
19,Female,31000,315,136,0,21622,49,No,Gujarat,Ahmedabad,77.4899410710658,Salaried,32,Software Engineer
41,Male,61000,760,340,8,125638,357,Yes,Maharashtra,Pune,74.6394628512493,Student,93,Student
22,Other,24000,371,83,1,33741,42,No,Telangana,Nellikuppam,60.525749876806,Freelancer,76,Graphic Designer
57,Male,122000,829,496,9,150000,67,Yes,Karnataka,Mysuru,40.9255424590439,Salaried,91,Doctor
52,Male,42000,300,75,0,138028,30,No,Maharashtra,Mumbai,56.5183717271137,Self-Employed,43,Farmer
60,Female,146000,818,271,9,150000,180,Yes,Rajasthan,Udaipur,40,Student,100,Student
47,Male,119000,489,597,3,136017,103,No,Delhi,Channarayapatna,59.7530353196311,Freelancer,68,Independent Consultant
36,Male,18000,311,460,0,20394,44,No,Maharashtra,Pune,87.0802169174953,Salaried,16,Civil Servant
43,Male,93000,366,119,1,150000,53,No,Gujarat,Surat,95,Freelancer,12,Photographer
36,Female,67000,557,38,4,102063,14,No,Tamil Nadu,Bishanpura,69.721292565218,Salaried,100,Software Engineer
50,Female,52000,354,63,0,26760,109,No,Telangana,Hyderabad,86.1989632776606,Self-Employed,28,Farmer
23,Other,35000,300,108,0,145217,86,No,Uttar Pradesh,Lucknow,84.1093452027606,Salaried,51,Teacher
53,Male,106000,569,469,4,79796,115,No,Gujarat,Ahmedabad,94.9621367654346,Self-Employed,46,Contractor
20,Female,18000,339,399,0,38739,81,No,Kerala,Thiruvananthapuram,86.48763102618,Self-Employed,47,Farmer
40,Female,31000,850,611,10,52239,276,Yes,Tamil Nadu,Chennai,69.5749215427885,Salaried,93,Banker
22,Male,52000,374,168,1,59067,103,No,Telangana,Nellikuppam,89.4221290188693,Salaried,46,Doctor
30,Other,35000,799,51,9,129535,169,Yes,Delhi,New Delhi,40,Self-Employed,94,Shopkeeper
63,Female,117000,587,80,5,128578,116,No,Maharashtra,Mumbai,93.6438060125371,Salaried,82,Doctor
47,Female,134000,448,62,2,71201,70,No,Kerala,Kochi,81.8550532945903,Self-Employed,47,Farmer
50,Male,122000,850,188,10,150000,321,Yes,Uttar Pradesh,Lucknow,53.9961035709221,Salaried,100,Teacher
19,Female,25000,318,369,0,120206,38,No,Uttar Pradesh,Lucknow,94.4187786480008,Salaried,13,Doctor
55,Male,69000,382,459,1,107792,41,No,Uttar Pradesh,Kanpur,75.1978876888669,Salaried,47,Doctor
54,Female,31000,459,323,2,52796,58,No,Kerala,Kochi,61.4832582733225,Self-Employed,68,Business Owner
26,Male,29000,801,234,9,143299,307,Yes,Maharashtra,Nagpur,66.272482531047,Self-Employed,91,Business Owner
59,Male,69000,688,241,7,90393,229,Yes,Delhi,New Delhi,60.836291432199,Self-Employed,90,Farmer
55,Female,78000,747,164,8,112870,67,Yes,West Bengal,Kolkata,67.9036136412511,Salaried,100,Doctor
69,Male,51000,684,55,6,110555,141,Yes,Maharashtra,Nagpur,60.0134091273018,Freelancer,99,Photographer
21,Male,22000,534,559,4,49862,29,No,Gujarat,Ahmedabad,61.7155666482448,Self-Employed,97,Farmer
36,Male,30000,578,129,5,101191,89,No,Karnataka,Mysuru,95,Unemployed,59,NA
28,Male,22000,300,162,0,98860,101,No,Gujarat,Surat,70.2301991476048,Student,25,Student
50,Male,80000,463,326,2,150000,63,No,Delhi,New Delhi,95,Salaried,71,Civil Servant
19,Male,26000,520,244,4,66876,57,No,Kerala,Thiruvananthapuram,88.9114311855304,Self-Employed,62,Business Owner
18,Male,47000,300,384,0,150000,74,No,Karnataka,Bishanpura,95,Self-Employed,11,Farmer
29,Female,63000,649,144,6,107144,135,No,Gujarat,Surat,51.6521636910437,Self-Employed,94,Farmer
49,Female,99000,746,488,8,150000,66,Yes,Gujarat,Surat,84.6402237887851,Student,92,Student
28,Male,69000,797,257,9,150000,342,Yes,Gujarat,Surat,64.8394781698817,Freelancer,99,Writer
23,Female,44000,583,583,5,136969,74,No,Gujarat,Ahmedabad,87.9487463366922,Unemployed,58,NA
